Boston East Boston,Boston Allston-Brighton,Boston Mattapan,Boston Roxbury,Boston Downtown,Boston North End,Boston Dorchester,Boston Back Bay,Boston Hyde Park,Boston Charlestown,Boston West Roxbury,Boston Beacon Hill,Boston South Boston,Ashland,Quincy,Milton,Stoneham,Everett,Pembroke,Norwood,Hamilton,Medfield,Scituate,Marshfield,Bedford,Danvers,Canton,Weston,Randolph,Winthrop,Chelsea,Millis,Nahant,Belmont,Natick,Sudbury,Norfolk,Salem,Winchester,Norwell,Revere,Dedham,Wayland,Duxbury,Holbrook,Newton,Westwood,Wilmington,Wakefield,North Reading,Lincoln,Brookline,Middleton,Hull,Framingham,Arlington,Wenham,Dover,Waltham,Wellesley,Lynn,Braintree,Burlington,Sharon,Reading,Sherborn,Needham,Rockland,Walpole,Weymouth,Cohasset,Cambridge,Beverly,Lynnfield,Malden,Melrose,Marblehead,Hanover,Concord,Somerville,Watertown,Lexington,Woburn,Hingham,Topsfield,Swampscott,Medford,Peabody
32174.608,52344.86,13827.200000000003,43570.18000000001,8343.362000000001,8510.023000000001,109443.82500000001,18340.992,30360.735999999997,13378.764000000001,31342.427999999996,10636.365,29618.502000000004,9165.0,84743.0,25860.0,21424.0,37195.0,13487.0,29711.0,6960.0,10220.0,17317.0,20916.0,13067.0,24100.0,18182.0,11169.0,28218.0,19294.0,25431.0,6908.0,3947.0,26100.0,29461.0,14027.0,6363.0,38220.0,20701.0,9182.0,42423.0,25298.0,12170.0,11807.0,11140.0,83622.0,13212.0,17471.0,24895.0,11455.0,7098.0,55062.0,4135.0,9714.0,65113.0,48219.0,3897.0,4703.0,58200.0,27209.0,78471.0,36337.0,23486.0,13601.0,22678.0,4049.0,27901.0,15695.0,18859.0,55601.0,7174.0,95322.0,37655.0,11267.0,53386.0,30055.0,20126.0,11358.0,16293.0,77372.0,34384.0,29479.0,36626.0,20339.0,5709.0,13837.0,58076.0,45976.0
